pid,gr_liv_area,sale_price,ms_sub_class,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,roof_style,exterior1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3_ssn_porch,screen_porch,pool_area,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,log_sale_price,near_rr,near_main_rd,near_pos,house_age_at_sale,construction_age_at_sale
902201120,789,115000,20,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,5,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104.0,BLQ,169.0,516.0,789.0,Ex,1,SBrkr,789,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1948.0,Unf,1.0,250.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,4,2008,WD ,Partial,11.652687407345388,0,0,0,60,58
923228080,1092,98000,160,RM,21.0,1477,NA,Reg,Lvl,Inside,Gtl,MeadowV,Twnhs,2Story,6,9,Gable,CemntBd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,0.0,188.0,546.0,Ex,1,SBrkr,546,546,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,NA,NA,,NA,0.0,0.0,NA,NA,Y,187,0,0,0,0,0,NA,NA,0,3,2008,WD ,Normal,11.49272275765271,0,0,0,38,1
902326030,2640,265979,70,RM,65.0,11700,Pave,IR1,Lvl,Corner,Gtl,OldTown,1Fam,2Story,7,7,Mansard,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0.0,Unf,0.0,1240.0,1240.0,TA,0,SBrkr,1320,1320,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4.0,864.0,TA,TA,N,181,0,386,0,0,0,NA,NA,0,5,2009,WD ,Normal,12.491172637278908,0,0,0,129,6
527451330,1092,105500,160,RM,21.0,1680,NA,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,5,5,Gable,HdBoard,BrkFace,492.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,225.0,525.0,TA,1,SBrkr,525,567,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1997.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2010,WD ,Normal,11.56646623189826,0,0,0,39,39
528218100,1458,168165,60,RL,58.0,13204,NA,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,Ex,1,SBrkr,608,850,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,BuiltIn,2007.0,Fin,2.0,454.0,TA,TA,Y,100,33,0,0,0,0,NA,NA,0,5,2007,New,Partial,12.032700919255804,1,0,0,1,0
916386140,1466,201000,20,RL,73.0,8925,NA,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,8,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1450.0,1466.0,Ex,1,SBrkr,1466,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007.0,Fin,3.0,610.0,TA,TA,Y,100,18,0,0,0,0,NA,NA,0,7,2009,WD ,Normal,12.211060187041213,0,0,0,2,2
533221090,1573,177500,160,FV,65.0,2117,NA,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,6,5,Gable,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,Ex,1,SBrkr,769,804,0,0.0,0.0,2,1,3,1,Gd,5,Typ,0,NA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,NA,NA,0,6,2010,WD ,Normal,12.086725887897607,0,0,0,10,10
534128010,2090,200000,60,RL,80.0,10382,NA,IR1,Lvl,Corner,Gtl,NWAmes,1Fam,2Story,7,6,Gable,HdBoard,Stone,240.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,859.0,BLQ,32.0,216.0,1107.0,Ex,1,SBrkr,1107,983,0,1.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1973.0,RFn,2.0,484.0,TA,TA,Y,235,204,228,0,0,0,NA,Shed,350,11,2009,WD ,Normal,12.206072645530174,0,0,1,36,36
528106110,2046,450000,20,RL,105.0,15431,NA,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,5,Hip,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,564.0,1994.0,Ex,1,SBrkr,2046,0,0,1.0,0.0,2,1,2,1,Ex,7,Typ,2,Gd,Attchd,2005.0,Fin,3.0,878.0,TA,TA,Y,188,65,0,0,175,0,NA,NA,0,8,2007,WD ,Normal,13.017002861746503,0,0,0,2,1
902206260,886,91300,30,RM,50.0,5784,NA,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,8,Gable,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,190.0,190.0,Gd,1,FuseA,886,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1938.0,Unf,1.0,273.0,TA,TA,Y,144,20,80,0,0,0,NA,NA,0,12,2009,WD ,Normal,11.42190606658306,0,1,0,71,13
528222090,1258,173500,20,RL,64.0,7697,NA,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,1Story,7,6,Gable,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,Ex,1,SBrkr,1258,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,8,2007,New,Partial,12.063932878369052,0,0,0,0,0
528218150,1324,199500,20,RL,100.0,18494,NA,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,1Story,6,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,Ex,1,SBrkr,1324,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,0,NA,NA,0,1,2010,WD ,Normal,12.203569515312056,0,0,0,5,5
903400180,1848,207000,50,RL,64.0,13053,Pave,Reg,Bnk,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,7,Gambrel,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,833.0,833.0,Gd,1,SBrkr,1053,795,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1922.0,Unf,2.0,370.0,TA,TA,N,0,0,0,0,220,0,NA,NA,0,6,2008,WD ,Normal,12.240474072247506,0,0,0,85,8
535453210,1269,155000,20,RL,70.0,7931,NA,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374.0,LwQ,532.0,363.0,1269.0,TA,1,FuseA,1269,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,6,2008,WD ,Normal,11.951180395901384,0,0,0,48,48
916386010,1346,220000,20,RL,88.0,11896,NA,IR1,Lvl,Corner,Gtl,Timber,1Fam,1Story,7,5,Gable,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,Ex,1,SBrkr,1346,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,0,0,NA,NA,0,5,2010,WD ,Normal,12.301382825334498,0,0,0,2,2
907181090,1749,196000,60,RL,68.0,9272,NA,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,342.0,842.0,Ex,1,SBrkr,856,893,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,140,85,0,0,0,0,NA,NA,0,6,2006,WD ,Normal,12.185869938212656,0,0,0,7,7
902206020,492,61500,30,RM,52.0,7830,NA,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,3,5,Gable,AsbShng,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,416.0,Unf,0.0,76.0,492.0,TA,1,SBrkr,492,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,NA,Detchd,1921.0,Unf,1.0,200.0,Fa,TA,N,0,0,78,0,0,0,NA,NA,0,6,2006,WD ,Normal,11.02679245379461,0,0,0,85,56
527327050,2030,195000,60,RL,65.0,12046,NA,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,6,6,Gable,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,Unf,0.0,692.0,848.0,TA,1,SBrkr,1118,912,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1976.0,Fin,2.0,551.0,TA,TA,Y,0,224,0,0,0,0,NA,NA,0,6,2007,WD ,Normal,12.180754837545884,0,0,0,31,31
527455250,988,129250,20,RL,65.0,7150,NA,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Hip,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,TA,1,SBrkr,988,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,11,2007,WD ,Normal,11.769503792370676,0,0,0,41,41
528326110,2172,291000,60,RL,60.0,11000,NA,Reg,Lvl,FR2,Gtl,NoRidge,1Fam,2Story,9,5,Hip,VinylSd,BrkFace,295.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1519.0,1519.0,Ex,1,SBrkr,1533,639,0,0.0,0.0,2,1,4,1,Ex,8,Typ,1,TA,BuiltIn,2000.0,RFn,3.0,687.0,TA,TA,Y,162,153,0,0,0,0,NA,NA,0,6,2008,WD ,Normal,12.581078546153629,0,0,0,8,8
914452190,1080,134000,20,RL,71.0,9187,NA,Reg,Bnk,Corner,Gtl,Mitchel,1Fam,1Story,6,5,Gable,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336.0,Unf,0.0,748.0,1084.0,TA,1,SBrkr,1080,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,120,0,158,0,0,0,NA,NA,0,6,2007,WD ,Normal,11.805595078933049,0,0,0,24,24
535425060,1312,186000,20,RL,76.0,11355,NA,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,7,7,Gable,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,Ex,1,SBrkr,1312,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,MnPrv,Othr,6500,4,2008,WD ,Normal,12.133501952695338,0,0,0,50,7
532376250,925,133500,20,RL,65.0,8638,NA,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,Gable,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,0.0,744.0,925.0,Gd,1,SBrkr,925,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1990.0,Unf,2.0,484.0,TA,TA,Y,203,74,0,0,0,0,NA,NA,0,10,2006,WD ,Normal,11.801856756822442,1,0,0,43,43
535379110,1534,148000,70,RL,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,9,Gable,Wd Sdng,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,736.0,736.0,Ex,1,SBrkr,751,783,0,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,NA,,NA,0.0,0.0,NA,NA,N,0,112,0,0,0,0,NA,NA,0,7,2007,WD ,Normal,11.904967552746252,0,0,0,112,8
528118010,2376,325300,60,RL,101.0,14215,NA,IR1,Lvl,Corner,Gtl,NridgHt,1Fam,2Story,8,5,Gable,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,Ex,1,SBrkr,1158,1218,0,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3.0,853.0,TA,TA,Y,240,154,0,0,0,0,NA,NA,0,11,2006,New,Partial,12.692503112461443,0,0,0,1,0
528235160,1959,215000,60,RL,59.0,11796,NA,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,847.0,Ex,1,SBrkr,847,1112,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,NA,NA,0,7,2007,WD ,Normal,12.2783933071098,0,0,0,3,2
905478030,1716,131000,50,RL,60.0,11409,NA,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,4,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0.0,476.0,768.0,Gd,1,SBrkr,1148,568,0,0.0,0.0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,1.0,281.0,TA,TA,Y,0,0,0,0,160,0,NA,NA,0,1,2009,WD ,Normal,11.782952602183288,0,0,0,60,1
902106130,936,109500,30,RM,56.0,4485,Grvl,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,7,Gable,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,579.0,Unf,0.0,357.0,936.0,TA,1,SBrkr,936,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,NA,,NA,0.0,0.0,NA,NA,P,51,0,135,0,0,0,MnPrv,NA,0,5,2010,WD ,Normal,11.603679828238691,0,1,0,90,60
902102080,1230,110000,50,RM,60.0,10440,Grvl,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2Story,5,6,Gable,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,Gd,1,SBrkr,682,548,0,0.0,0.0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,74,0,128,0,0,0,MnPrv,NA,0,5,2009,WD ,Normal,11.608235644774552,0,0,0,99,28
